,vote_link,bill_link,Bill_description,Autor,party_autor,tags
0,https://congresovisible.uniandes.edu.co/votaciones/12535/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7508/,"Por medio del cual se dictan medidas para combatir los grupos criminales y organizados, dentro del territorio nacional. [Competencias fuerzas armadas contra criminalidad, Bacrim]",['Juan Francisco Lozano Ramirez'],['Partido de la U - Partido Social de Unidad Nacional'],"['seguridad ciudadana', ' fuerza publica', ' criminalidad']"
0,https://congresovisible.uniandes.edu.co/votaciones/12537/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7508/,"Por medio del cual se dictan medidas para combatir los grupos criminales y organizados, dentro del territorio nacional. [Competencias fuerzas armadas contra criminalidad, Bacrim]",['Juan Francisco Lozano Ramirez'],['Partido de la U - Partido Social de Unidad Nacional'],"['seguridad ciudadana', ' fuerza publica', ' criminalidad']"
0,https://congresovisible.uniandes.edu.co/votaciones/12572/,Not availible,NO Description,Not availible,Not availible,Not availible
0,https://congresovisible.uniandes.edu.co/votaciones/12573/,Not availible,NO Description,Not availible,Not availible,Not availible
0,https://congresovisible.uniandes.edu.co/votaciones/12433/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12434/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12435/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12436/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12437/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12438/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12439/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
0,https://congresovisible.uniandes.edu.co/votaciones/12440/,https://congresovisible.uniandes.edu.co/proyectos-de-ley/por-medio-del-cual-se/7791/,Por medio del cual se adopta una reforma de equilibrio de poderes y reajuste institucional y se dictan otras disposiciones. [Equilibrio de poderes],"['Ministro de Justicia y del Derecho, Yesid Reyes Alvarado', 'Ministro del Interior, Juan Fernando Cristo Bustos']",NO party,"['equilibrio de poderes', ' balance institucional']"
